CaseID,ActivityID,CompleteTimestamp
0,0,2017-02-13 14:50:51
0,19,2017-02-13 14:50:51
0,19,2017-02-13 14:50:51
0,24,2017-02-13 14:50:51
0,22,2017-02-13 14:50:51
0,22,2017-02-13 14:50:51
0,22,2017-02-13 14:50:51
0,22,2017-02-13 14:50:51
0,22,2017-02-13 14:50:51
0,22,2017-02-13 14:50:51
0,22,2017-02-13 14:50:51
0,22,2017-02-13 14:50:51
0,23,2017-02-13 14:50:51
0,23,2017-02-13 14:50:51
0,24,2017-02-13 14:50:51
0,28,2017-02-13 14:50:51
0,28,2017-02-13 14:50:51
0,0,2017-02-13 14:50:51
0,18,2017-02-13 14:50:51
0,46,2017-02-13 14:50:51
0,21,2017-02-13 14:50:51
0,21,2017-02-13 14:50:51
0,46,2017-02-13 14:50:51
0,20,2017-02-13 14:50:51
0,20,2017-02-13 14:50:51
0,18,2017-02-13 14:50:51
1,0,2017-02-13 14:50:51
1,19,2017-02-13 14:50:51
1,19,2017-02-13 14:50:51
1,24,2017-02-13 14:50:51
1,24,2017-02-13 14:50:51
1,28,2017-02-13 14:50:51
1,28,2017-02-13 14:50:51
1,0,2017-02-13 14:50:51
1,2,2017-02-13 14:50:51
1,26,2017-02-13 14:50:51
1,26,2017-02-13 14:50:51
1,37,2017-02-13 14:50:51
1,37,2017-02-13 14:50:51
1,25,2017-02-13 14:50:51
1,25,2017-02-13 14:50:51
1,2,2017-02-13 14:50:51
1,11,2017-02-13 14:50:51
1,44,2017-02-13 14:50:51
1,44,2017-02-13 14:50:51
1,36,2017-02-13 14:50:51
1,36,2017-02-13 14:50:51
1,11,2017-02-13 14:50:51
2,0,2017-02-13 14:50:51
2,19,2017-02-13 14:50:51
2,19,2017-02-13 14:50:51
2,24,2017-02-13 14:50:51
2,24,2017-02-13 14:50:51
2,28,2017-02-13 14:50:51
2,28,2017-02-13 14:50:51
2,0,2017-02-13 14:50:51
2,2,2017-02-13 14:50:51
2,26,2017-02-13 14:50:51
2,26,2017-02-13 14:50:51
2,37,2017-02-13 14:50:51
2,37,2017-02-13 14:50:51
2,25,2017-02-13 14:50:51
2,25,2017-02-13 14:50:51
2,2,2017-02-13 14:50:51
2,4,2017-02-13 14:50:51
2,31,2017-02-13 14:50:51
2,31,2017-02-13 14:50:51
2,4,2017-02-13 14:50:51
2,3,2017-02-13 14:50:51
2,42,2017-02-13 14:50:51
2,42,2017-02-13 14:50:51
2,3,2017-02-13 14:50:51
3,0,2017-02-13 14:50:51
3,19,2017-02-13 14:50:51
3,19,2017-02-13 14:50:51
3,24,2017-02-13 14:50:51
3,24,2017-02-13 14:50:51
3,28,2017-02-13 14:50:51
3,28,2017-02-13 14:50:51
3,0,2017-02-13 14:50:51
3,2,2017-02-13 14:50:51
3,26,2017-02-13 14:50:51
3,26,2017-02-13 14:50:51
3,37,2017-02-13 14:50:51
3,37,2017-02-13 14:50:51
3,25,2017-02-13 14:50:51
3,25,2017-02-13 14:50:51
3,2,2017-02-13 14:50:51
3,2,2017-02-13 14:50:51
3,26,2017-02-13 14:50:51
3,26,2017-02-13 14:50:51
3,37,2017-02-13 14:50:51
3,37,2017-02-13 14:50:51
3,25,2017-02-13 14:50:51
3,25,2017-02-13 14:50:51
3,2,2017-02-13 14:50:51
3,5,2017-02-13 14:50:51
3,43,2017-02-13 14:50:51
3,30,2017-02-13 14:50:51
3,30,2017-02-13 14:50:51
3,43,2017-02-13 14:50:51
3,32,2017-02-13 14:50:51
3,32,2017-02-13 14:50:51
3,5,2017-02-13 14:50:51
3,18,2017-02-13 14:50:51
3,46,2017-02-13 14:50:51
3,21,2017-02-13 14:50:51
3,21,2017-02-13 14:50:51
3,46,2017-02-13 14:50:51
3,20,2017-02-13 14:50:51
3,20,2017-02-13 14:50:51
3,18,2017-02-13 14:50:51
4,0,2017-02-13 14:50:51
4,19,2017-02-13 14:50:51
4,19,2017-02-13 14:50:51
4,24,2017-02-13 14:50:51
4,24,2017-02-13 14:50:51
4,28,2017-02-13 14:50:51
4,28,2017-02-13 14:50:51
4,0,2017-02-13 14:50:51
4,2,2017-02-13 14:50:51
4,26,2017-02-13 14:50:51
4,26,2017-02-13 14:50:51
4,37,2017-02-13 14:50:51
4,37,2017-02-13 14:50:51
4,25,2017-02-13 14:50:51
4,25,2017-02-13 14:50:51
4,2,2017-02-13 14:50:51
4,2,2017-02-13 14:50:51
4,26,2017-02-13 14:50:51
4,26,2017-02-13 14:50:51
4,37,2017-02-13 14:50:51
4,37,2017-02-13 14:50:51
4,25,2017-02-13 14:50:51
4,25,2017-02-13 14:50:51
4,2,2017-02-13 14:50:51
4,5,2017-02-13 14:50:51
4,43,2017-02-13 14:50:51
4,30,2017-02-13 14:50:51
4,30,2017-02-13 14:50:51
4,43,2017-02-13 14:50:51
4,32,2017-02-13 14:50:51
4,27,2017-02-13 14:50:51
4,27,2017-02-13 14:50:51
4,32,2017-02-13 14:50:51
4,5,2017-02-13 14:50:51
4,11,2017-02-13 14:50:51
4,44,2017-02-13 14:50:51
4,44,2017-02-13 14:50:51
4,36,2017-02-13 14:50:51
4,36,2017-02-13 14:50:51
4,11,2017-02-13 14:50:51
5,0,2017-02-13 14:50:51
5,19,2017-02-13 14:50:51
5,19,2017-02-13 14:50:51
5,24,2017-02-13 14:50:51
5,24,2017-02-13 14:50:51
5,28,2017-02-13 14:50:51
5,28,2017-02-13 14:50:51
5,0,2017-02-13 14:50:51
5,2,2017-02-13 14:50:51
5,26,2017-02-13 14:50:51
5,26,2017-02-13 14:50:51
5,37,2017-02-13 14:50:51
5,37,2017-02-13 14:50:51
5,25,2017-02-13 14:50:51
5,25,2017-02-13 14:50:51
5,2,2017-02-13 14:50:51
5,2,2017-02-13 14:50:51
5,26,2017-02-13 14:50:51
5,26,2017-02-13 14:50:51
5,37,2017-02-13 14:50:51
5,37,2017-02-13 14:50:51
5,25,2017-02-13 14:50:51
5,25,2017-02-13 14:50:51
5,2,2017-02-13 14:50:51
5,5,2017-02-13 14:50:51
5,43,2017-02-13 14:50:51
5,30,2017-02-13 14:50:51
5,30,2017-02-13 14:50:51
5,43,2017-02-13 14:50:51
5,32,2017-02-13 14:50:51
5,32,2017-02-13 14:50:51
5,5,2017-02-13 14:50:51
5,11,2017-02-13 14:50:51
5,44,2017-02-13 14:50:51
5,44,2017-02-13 14:50:51
5,36,2017-02-13 14:50:51
5,36,2017-02-13 14:50:51
5,11,2017-02-13 14:50:51
6,0,2017-02-13 14:50:51
6,19,2017-02-13 14:50:51
6,19,2017-02-13 14:50:51
6,24,2017-02-13 14:50:51
6,24,2017-02-13 14:50:51
6,28,2017-02-13 14:50:51
6,28,2017-02-13 14:50:51
6,0,2017-02-13 14:50:51
6,2,2017-02-13 14:50:51
6,26,2017-02-13 14:50:51
6,26,2017-02-13 14:50:51
6,37,2017-02-13 14:50:51
6,37,2017-02-13 14:50:51
6,25,2017-02-13 14:50:51
6,25,2017-02-13 14:50:51
6,2,2017-02-13 14:50:51
6,2,2017-02-13 14:50:51
6,26,2017-02-13 14:50:51
6,26,2017-02-13 14:50:51
6,37,2017-02-13 14:50:51
6,37,2017-02-13 14:50:51
6,25,2017-02-13 14:50:51
6,25,2017-02-13 14:50:51
6,2,2017-02-13 14:50:51
6,5,2017-02-13 14:50:51
6,43,2017-02-13 14:50:51
6,30,2017-02-13 14:50:51
6,30,2017-02-13 14:50:51
6,43,2017-02-13 14:50:51
6,32,2017-02-13 14:50:51
6,27,2017-02-13 14:50:51
6,27,2017-02-13 14:50:51
6,32,2017-02-13 14:50:51
6,5,2017-02-13 14:50:51
6,17,2017-02-13 14:50:51
6,45,2017-02-13 14:50:51
6,45,2017-02-13 14:50:51
6,17,2017-02-13 14:50:51
7,0,2017-02-13 14:50:51
7,19,2017-02-13 14:50:51
7,19,2017-02-13 14:50:51
7,24,2017-02-13 14:50:51
7,24,2017-02-13 14:50:51
7,28,2017-02-13 14:50:51
7,28,2017-02-13 14:50:51
7,0,2017-02-13 14:50:51
7,2,2017-02-13 14:50:51
7,26,2017-02-13 14:50:51
7,26,2017-02-13 14:50:51
7,37,2017-02-13 14:50:51
7,37,2017-02-13 14:50:51
7,25,2017-02-13 14:50:51
7,25,2017-02-13 14:50:51
7,2,2017-02-13 14:50:51
7,2,2017-02-13 14:50:51
7,26,2017-02-13 14:50:51
7,26,2017-02-13 14:50:51
7,37,2017-02-13 14:50:51
7,37,2017-02-13 14:50:51
7,25,2017-02-13 14:50:51
7,25,2017-02-13 14:50:51
7,2,2017-02-13 14:50:51
7,5,2017-02-13 14:50:51
7,43,2017-02-13 14:50:51
7,30,2017-02-13 14:50:51
7,30,2017-02-13 14:50:51
7,43,2017-02-13 14:50:51
7,32,2017-02-13 14:50:51
7,32,2017-02-13 14:50:51
7,5,2017-02-13 14:50:51
7,17,2017-02-13 14:50:51
7,45,2017-02-13 14:50:51
7,45,2017-02-13 14:50:51
7,17,2017-02-13 14:50:51
8,0,2017-02-13 14:50:51
8,19,2017-02-13 14:50:51
8,19,2017-02-13 14:50:51
8,24,2017-02-13 14:50:51
8,24,2017-02-13 14:50:51
8,28,2017-02-13 14:50:51
8,28,2017-02-13 14:50:51
8,0,2017-02-13 14:50:51
8,2,2017-02-13 14:50:51
8,26,2017-02-13 14:50:51
8,26,2017-02-13 14:50:51
8,37,2017-02-13 14:50:51
8,37,2017-02-13 14:50:51
8,25,2017-02-13 14:50:51
8,25,2017-02-13 14:50:51
8,2,2017-02-13 14:50:51
8,2,2017-02-13 14:50:51
8,26,2017-02-13 14:50:51
8,26,2017-02-13 14:50:51
8,37,2017-02-13 14:50:51
8,37,2017-02-13 14:50:51
8,25,2017-02-13 14:50:51
8,25,2017-02-13 14:50:51
8,2,2017-02-13 14:50:51
8,11,2017-02-13 14:50:51
8,44,2017-02-13 14:50:51
8,44,2017-02-13 14:50:51
8,36,2017-02-13 14:50:51
8,36,2017-02-13 14:50:51
8,11,2017-02-13 14:50:51
8,18,2017-02-13 14:50:51
8,46,2017-02-13 14:50:51
8,46,2017-02-13 14:50:51
8,18,2017-02-13 14:50:51
9,0,2017-02-13 14:50:51
9,19,2017-02-13 14:50:51
9,19,2017-02-13 14:50:51
9,24,2017-02-13 14:50:51
9,24,2017-02-13 14:50:51
9,28,2017-02-13 14:50:51
9,28,2017-02-13 14:50:51
9,0,2017-02-13 14:50:51
9,2,2017-02-13 14:50:51
9,26,2017-02-13 14:50:51
9,26,2017-02-13 14:50:51
9,37,2017-02-13 14:50:51
9,37,2017-02-13 14:50:51
9,25,2017-02-13 14:50:51
9,25,2017-02-13 14:50:51
9,2,2017-02-13 14:50:51
9,2,2017-02-13 14:50:51
9,26,2017-02-13 14:50:51
9,26,2017-02-13 14:50:51
9,37,2017-02-13 14:50:51
9,37,2017-02-13 14:50:51
9,25,2017-02-13 14:50:51
9,25,2017-02-13 14:50:51
9,2,2017-02-13 14:50:51
9,11,2017-02-13 14:50:51
9,44,2017-02-13 14:50:51
9,44,2017-02-13 14:50:51
9,36,2017-02-13 14:50:51
9,36,2017-02-13 14:50:51
