CaseID,ActivityID,CompleteTimestamp
0,5,2006-01-11 15:49:42
0,1,2012-03-15 11:53:52
0,0,2012-03-15 11:56:17
0,1,2012-03-15 12:09:05
0,4,2012-03-15 12:11:33
1,1,2006-11-07 10:00:36
1,1,2006-11-07 13:05:44
1,2,2009-12-02 14:24:32
1,1,2011-09-03 07:09:09
1,1,2012-01-20 10:23:24
1,4,2012-01-20 10:23:27
2,1,2007-03-20 09:06:25
2,2,2009-12-02 14:24:31
2,1,2011-09-03 07:10:53
2,1,2012-01-18 08:52:41
2,4,2012-01-18 08:52:43
3,1,2007-05-10 16:21:54
3,2,2009-12-02 14:24:33
3,1,2011-09-03 07:10:59
3,1,2012-01-18 08:20:53
3,4,2012-01-18 08:21:10
4,1,2007-07-25 14:21:05
4,2,2009-12-02 14:24:32
4,5,2010-08-25 11:13:01
4,1,2011-09-05 09:24:13
4,0,2011-11-14 16:10:25
4,1,2012-01-03 11:30:35
4,4,2012-01-03 11:31:53
5,1,2008-05-07 18:58:51
5,1,2008-10-06 16:44:37
5,2,2009-12-02 14:24:34
5,1,2011-09-02 00:27:50
5,1,2011-09-02 00:27:55
5,1,2012-01-20 07:53:32
5,4,2012-01-20 07:53:35
6,1,2008-06-04 12:02:18
6,2,2009-12-02 14:24:34
6,5,2010-08-25 11:06:45
6,1,2011-09-03 08:02:11
6,0,2011-11-14 16:09:27
6,1,2012-01-05 14:08:18
6,4,2012-01-05 14:09:00
7,1,2008-11-13 09:43:32
7,1,2012-01-30 10:56:24
7,1,2012-01-30 11:12:05
7,5,2012-02-16 14:52:16
7,1,2012-02-16 15:09:17
7,5,2012-02-16 15:09:43
7,1,2012-02-16 15:10:10
7,4,2012-03-19 09:26:32
8,1,2008-11-13 11:01:04
8,2,2009-12-02 14:24:35
8,1,2011-11-14 15:57:27
8,1,2012-01-18 10:17:14
8,4,2012-01-18 10:19:21
9,1,2009-06-25 09:47:52
9,1,2012-03-28 13:10:36
9,4,2012-03-28 13:12:08
10,1,2009-08-11 08:44:51
10,5,2009-08-11 08:55:12
10,0,2009-08-11 12:01:25
10,5,2010-05-18 12:35:53
10,1,2010-06-16 12:00:32
10,2,2011-10-01 22:40:28
10,5,2011-12-07 12:41:00
10,1,2012-02-15 12:01:20
10,4,2012-02-19 21:57:21
11,1,2009-09-07 14:33:24
11,6,2009-09-14 11:37:50
11,4,2012-04-30 12:21:43
12,5,2009-09-16 22:42:12
12,1,2009-09-28 11:26:19
12,2,2009-09-28 11:26:30
12,5,2010-04-08 12:09:22
12,5,2010-04-08 12:11:51
12,1,2010-04-12 10:05:58
12,2,2010-04-12 10:10:24
12,1,2011-10-18 16:09:14
12,2,2012-05-24 10:02:19
12,4,2012-05-24 11:03:31
13,1,2009-09-18 12:50:02
13,6,2009-11-17 14:07:38
13,4,2012-03-13 11:53:35
14,1,2009-09-21 14:13:43
14,4,2012-02-07 13:22:11
15,1,2009-09-22 14:22:05
15,0,2009-09-22 14:25:17
15,4,2012-05-24 10:57:49
16,1,2009-09-23 11:52:27
16,0,2010-01-04 09:00:17
16,1,2010-03-17 16:36:20
16,0,2010-11-09 12:35:55
16,1,2010-11-09 14:20:48
16,1,2012-03-30 08:00:47
16,0,2012-03-30 08:05:44
16,1,2012-04-19 10:01:14
16,4,2012-04-19 10:01:38
17,1,2009-10-14 18:12:54
17,2,2009-12-02 14:24:37
17,1,2011-09-02 00:22:08
17,1,2012-02-01 09:46:54
17,4,2012-02-01 09:46:57
18,2,2009-10-26 14:47:10
18,6,2009-10-27 09:57:26
18,5,2010-03-02 13:44:22
18,1,2010-03-02 13:46:10
18,2,2010-03-02 13:46:18
18,0,2011-04-11 09:10:20
18,0,2011-04-11 09:11:48
18,2,2011-11-28 08:21:27
18,1,2012-03-30 10:53:50
18,4,2012-03-30 10:53:53
19,1,2009-10-27 09:42:40
