caseId,activity,timestamp,lifecycle
6579,0,2012-05-04 08:39:35,In Progress
6579,0,2012-05-04 08:39:57,In Progress
6579,1,2012-05-04 08:40:10,In Call
6550,0,2012-05-04 08:09:38,In Progress
6550,0,2012-05-04 08:09:42,In Progress
6550,1,2012-05-04 08:11:54,In Call
801,0,2012-04-19 17:37:43,In Progress
801,0,2012-04-19 17:39:12,In Progress
801,2,2012-04-19 17:39:47,Awaiting Assignment
801,0,2012-04-19 19:02:03,In Progress
801,0,2012-04-19 19:02:12,Wait - User
801,1,2012-05-02 19:57:16,Resolved
801,1,2012-05-09 23:18:50,Closed
1654,0,2012-04-26 13:36:16,In Progress
1654,0,2012-04-26 13:40:12,In Progress
1654,0,2012-04-26 13:41:24,Wait - User
1654,1,2012-05-02 17:08:23,Resolved
1654,1,2012-05-09 23:17:27,Closed
650,0,2012-04-17 15:00:12,In Progress
650,0,2012-04-17 15:06:05,In Progress
650,1,2012-04-17 15:06:40,In Call
650,0,2012-04-17 15:06:42,In Progress
650,2,2012-04-17 15:06:49,Awaiting Assignment
650,0,2012-04-17 20:52:45,In Progress
650,2,2012-04-17 20:53:20,Awaiting Assignment
650,0,2012-04-18 04:56:12,In Progress
650,2,2012-04-18 11:04:01,Awaiting Assignment
650,0,2012-05-01 18:51:31,In Progress
650,1,2012-05-01 18:52:14,Resolved
650,1,2012-05-08 23:15:09,Closed
1784,0,2012-04-27 07:45:53,In Progress
1784,0,2012-04-27 07:47:06,In Progress
1784,0,2012-04-27 08:11:23,Wait
1784,2,2012-04-27 11:55:32,Awaiting Assignment
1784,0,2012-04-27 12:21:33,In Progress
1784,2,2012-04-27 12:26:13,Awaiting Assignment
1784,0,2012-04-28 01:26:18,In Progress
1784,2,2012-04-28 01:26:22,Awaiting Assignment
1784,0,2012-05-04 14:29:16,In Progress
1784,0,2012-05-04 14:29:27,Assigned
1784,0,2012-05-08 08:50:20,In Progress
1784,0,2012-05-08 09:06:43,Assigned
1784,0,2012-05-08 09:32:12,In Progress
1784,0,2012-05-08 09:34:48,Wait - User
1784,0,2012-05-08 10:31:26,In Progress
1784,0,2012-05-08 10:40:24,Wait - User
1784,0,2012-05-10 06:29:05,In Progress
1784,0,2012-05-10 06:38:13,In Progress
1784,2,2012-05-10 06:54:18,Awaiting Assignment
1784,0,2012-05-10 07:40:47,In Progress
1784,0,2012-05-10 07:54:34,Assigned
1784,0,2012-05-10 10:16:56,In Progress
1784,0,2012-05-10 10:17:18,Wait - User
1784,0,2012-05-11 09:13:05,In Progress
1784,1,2012-05-11 09:15:21,Resolved
1784,1,2012-05-11 23:18:45,Closed
6782,0,2012-05-04 09:26:54,In Progress
6782,0,2012-05-04 09:28:54,In Progress
6782,2,2012-05-04 09:29:52,Awaiting Assignment
6782,0,2012-05-04 11:23:23,In Progress
6782,1,2012-05-07 06:38:12,Resolved
6782,1,2012-05-14 23:19:32,Closed
1333,2,2012-04-25 12:56:26,Awaiting Assignment
1333,0,2012-04-25 14:10:07,In Progress
1333,0,2012-04-25 14:10:18,In Progress
1333,2,2012-04-25 14:10:20,Awaiting Assignment
1333,0,2012-04-25 19:41:45,In Progress
1333,2,2012-04-26 07:57:36,Awaiting Assignment
1333,0,2012-05-02 09:18:57,In Progress
1333,0,2012-05-02 09:19:50,Wait - User
1333,0,2012-05-04 12:05:36,In Progress
1333,1,2012-05-04 12:46:50,Resolved
1333,1,2012-05-04 23:15:09,Closed
5586,0,2012-05-03 11:36:48,In Progress
5586,0,2012-05-03 11:37:05,In Progress
5586,1,2012-05-03 11:46:38,Resolved
5586,1,2012-05-10 23:17:46,Closed
6712,0,2012-05-04 09:24:18,In Progress
6712,0,2012-05-04 09:24:26,In Progress
6712,0,2012-05-04 09:41:56,Wait
6712,0,2012-05-04 10:32:16,In Progress
6712,0,2012-05-04 10:44:42,Wait - User
6712,0,2012-05-04 12:16:03,In Progress
6712,1,2012-05-04 12:16:13,Resolved
6712,1,2012-05-11 23:14:49,Closed
663,0,2012-04-18 07:55:10,In Progress
663,0,2012-04-18 07:55:32,In Progress
663,0,2012-04-18 07:57:00,In Progress
663,0,2012-04-18 08:01:32,Wait - User
663,0,2012-04-18 12:49:45,Assigned
663,0,2012-04-19 09:57:08,In Progress
663,0,2012-04-19 10:20:59,Wait - User
663,0,2012-04-25 08:29:20,Wait
663,0,2012-04-25 11:43:11,Wait - User
663,1,2012-04-27 10:13:49,Resolved
663,2,2012-04-30 17:11:54,Awaiting Assignment
663,0,2012-04-30 17:15:54,In Progress
663,2,2012-04-30 17:16:33,Awaiting Assignment
663,0,2012-05-01 07:18:14,In Progress
663,0,2012-05-01 07:18:19,Assigned
663,0,2012-05-01 10:20:40,In Progress
663,0,2012-05-01 10:21:29,Wait
663,0,2012-05-02 10:52:53,In Progress
663,2,2012-05-02 11:30:10,Awaiting Assignment
663,0,2012-05-02 12:00:05,In Progress
663,0,2012-05-02 12:59:30,Assigned
663,0,2012-05-02 13:37:49,In Progress
663,0,2012-05-02 13:38:17,Wait
663,0,2012-05-02 14:14:53,Wait - User
663,1,2012-05-03 09:36:08,Resolved
663,1,2012-05-10 23:24:33,Closed
2072,0,2012-04-27 17:54:38,In Progress
2072,0,2012-04-27 17:56:52,In Progress
2072,2,2012-04-27 18:05:33,Awaiting Assignment
2072,0,2012-04-27 18:12:05,In Progress
2072,0,2012-04-27 18:39:25,Wait - User
2072,2,2012-04-27 19:06:30,Awaiting Assignment
2072,0,2012-05-02 13:01:44,In Progress
2072,0,2012-05-02 13:56:52,Wait - Customer
2072,1,2012-05-02 16:44:49,Resolved
2072,1,2012-05-09 23:16:50,Closed
2206,0,2012-04-30 09:25:08,In Progress
2206,0,2012-04-30 09:25:26,In Progress
2206,0,2012-04-30 09:33:32,In Progress
2206,2,2012-04-30 09:33:38,Awaiting Assignment
2206,2,2012-04-30 09:33:39,Awaiting Assignment
2206,0,2012-05-02 09:41:22,In Progress
2206,0,2012-05-02 09:41:29,Assigned
2206,0,2012-05-02 09:56:38,In Progress
2206,0,2012-05-02 09:56:46,Wait - User
2206,0,2012-05-02 11:42:03,Wait
2206,0,2012-05-02 14:47:07,Wait - User
2206,1,2012-05-04 08:34:50,Resolved
2206,1,2012-05-11 23:18:26,Closed
3864,0,2012-05-02 12:17:52,In Progress
3864,0,2012-05-02 12:18:10,In Progress
3864,0,2012-05-02 12:35:02,In Progress
3864,2,2012-05-02 12:35:35,Awaiting Assignment
3864,0,2012-05-02 13:35:52,In Progress
3864,1,2012-05-02 19:00:53,Resolved
3864,1,2012-05-02 23:02:53,Closed
41,0,2011-11-07 16:16:16,In Progress
41,0,2011-11-07 16:16:40,In Progress
41,2,2011-11-07 16:20:28,Awaiting Assignment
41,0,2011-11-08 08:42:15,In Progress
41,2,2011-11-08 08:48:33,Awaiting Assignment
41,2,2011-11-08 08:48:34,Awaiting Assignment
41,0,2011-11-08 08:48:59,In Progress
41,0,2011-11-08 08:49:05,Assigned
41,0,2011-11-08 09:03:19,In Progress
41,2,2011-11-08 09:06:35,Awaiting Assignment
41,0,2011-11-18 16:25:05,In Progress
41,0,2012-03-21 08:12:15,Wait
41,0,2012-05-04 07:51:40,In Progress
41,1,2012-05-04 07:52:09,Resolved
41,1,2012-05-11 23:21:22,Closed
4696,0,2012-05-03 03:23:26,In Progress
4696,0,2012-05-03 03:23:58,In Progress
4696,2,2012-05-03 03:26:35,Awaiting Assignment
4696,0,2012-05-03 06:33:17,In Progress
4696,2,2012-05-03 06:38:57,Awaiting Assignment
4696,0,2012-05-03 07:04:57,In Progress
4696,0,2012-05-03 07:05:06,Wait - User
4696,1,2012-05-03 07:07:14,Resolved
4696,1,2012-05-10 23:19:50,Closed
6901,0,2012-05-04 11:08:54,In Progress
6901,0,2012-05-04 11:09:13,In Progress
6901,2,2012-05-04 12:43:32,Awaiting Assignment
6901,0,2012-05-04 12:48:53,In Progress
