caseId,activity,timestamp,lifecycle
195,3,2014-02-10 20:51:26,complete
195,5,2014-02-10 20:52:50,complete
195,4,2014-02-10 20:53:18,complete
195,9,2014-02-10 21:05:00,complete
195,2,2014-02-10 21:05:00,complete
195,8,2014-02-10 21:05:00,complete
195,7,2014-02-10 23:03:18,complete
195,6,2014-02-10 23:03:22,complete
195,1,2014-02-10 23:04:30,complete
195,1,2014-02-11 06:54:26,complete
195,2,2014-02-12 07:00:00,complete
195,9,2014-02-12 07:00:00,complete
195,9,2014-02-13 07:00:00,complete
195,2,2014-02-13 07:00:00,complete
195,9,2014-02-15 07:00:00,complete
195,9,2014-02-16 07:00:00,complete
195,2,2014-02-16 07:00:00,complete
195,2,2014-02-17 07:00:00,complete
195,9,2014-02-17 07:00:00,complete
195,2,2014-02-19 07:00:00,complete
195,9,2014-02-19 07:00:00,complete
195,9,2014-02-20 07:00:00,complete
195,9,2014-02-23 06:00:00,complete
195,2,2014-02-23 06:00:00,complete
195,9,2014-03-01 06:00:00,complete
195,2,2014-03-01 06:00:00,complete
195,2,2014-03-02 06:00:00,complete
195,9,2014-03-02 06:00:00,complete
195,10,2014-03-03 10:30:00,complete
195,15,2014-03-05 13:48:59,complete
892,3,2014-08-09 14:06:47,complete
892,7,2014-08-09 14:15:00,complete
892,5,2014-08-09 14:27:08,complete
892,4,2014-08-09 14:27:35,complete
892,8,2014-08-09 14:32:00,complete
892,9,2014-08-09 14:32:00,complete
892,2,2014-08-09 14:32:00,complete
892,6,2014-08-09 14:40:00,complete
892,1,2014-08-09 16:34:12,complete
892,2,2014-08-11 06:00:00,complete
892,9,2014-08-11 06:00:00,complete
892,10,2014-08-13 17:00:00,complete
5,3,2014-09-24 13:39:13,complete
5,5,2014-09-24 13:52:40,complete
5,4,2014-09-24 13:55:14,complete
5,9,2014-09-24 14:04:00,complete
5,8,2014-09-24 14:04:00,complete
5,2,2014-09-24 14:04:00,complete
5,7,2014-09-24 15:20:09,complete
5,6,2014-09-24 16:50:15,complete
5,1,2014-09-24 18:22:34,complete
5,2,2014-09-27 07:00:00,complete
5,9,2014-09-27 07:00:00,complete
5,10,2014-09-30 09:30:00,complete
5,15,2014-12-02 17:47:17,complete
969,3,2015-02-25 09:06:20,complete
969,5,2015-02-25 09:11:50,complete
969,4,2015-02-25 09:12:22,complete
969,6,2015-02-25 09:30:20,complete
969,2,2015-02-25 09:35:00,complete
969,8,2015-02-25 09:35:00,complete
969,9,2015-02-25 09:35:00,complete
969,7,2015-02-25 10:00:19,complete
343,3,2014-03-09 20:22:21,complete
343,5,2014-03-09 20:32:22,complete
343,4,2014-03-09 20:32:40,complete
343,9,2014-03-09 20:39:00,complete
343,2,2014-03-09 20:39:00,complete
343,8,2014-03-09 20:39:00,complete
343,6,2014-03-09 22:25:28,complete
343,1,2014-03-09 22:55:51,complete
343,1,2014-03-10 07:32:12,complete
343,7,2014-03-10 21:31:53,complete
343,2,2014-03-11 06:00:00,complete
343,9,2014-03-11 06:00:00,complete
343,1,2014-03-12 20:23:31,complete
343,9,2014-03-13 06:00:00,complete
343,2,2014-03-13 06:00:00,complete
343,10,2014-03-14 17:00:00,complete
343,15,2014-03-29 08:43:43,complete
759,3,2014-06-03 12:14:49,complete
759,5,2014-06-03 12:32:52,complete
759,4,2014-06-03 12:33:04,complete
924,3,2014-02-07 11:08:34,complete
924,5,2014-02-07 11:13:58,complete
924,4,2014-02-07 11:14:15,complete
924,8,2014-02-07 11:43:00,complete
924,2,2014-02-07 11:43:00,complete
924,9,2014-02-07 11:43:00,complete
924,7,2014-02-07 12:52:57,complete
924,6,2014-02-07 12:53:04,complete
924,1,2014-02-07 15:28:55,complete
924,2,2014-02-08 06:00:00,complete
924,9,2014-02-08 06:00:00,complete
924,2,2014-02-09 06:00:00,complete
924,9,2014-02-09 06:00:00,complete
924,10,2014-02-11 06:30:00,complete
210,3,2014-03-11 12:36:01,complete
210,5,2014-03-11 12:56:49,complete
210,4,2014-03-11 12:57:07,complete
210,9,2014-03-11 13:29:00,complete
210,2,2014-03-11 13:29:00,complete
210,1,2014-03-11 15:56:39,complete
210,10,2014-03-13 09:00:00,complete
713,3,2014-09-24 19:27:33,complete
713,5,2014-09-24 20:00:09,complete
713,4,2014-09-24 20:00:27,complete
713,8,2014-09-24 20:05:00,complete
713,9,2014-09-24 20:05:00,complete
713,2,2014-09-24 20:05:00,complete
713,1,2014-09-24 22:02:07,complete
713,2,2014-09-25 10:00:00,complete
713,9,2014-09-25 10:00:00,complete
