caseId,activity,timestamp,lifecycle
3045,4,2012-01-07 11:46:37,COMPLETE
3045,2,2012-01-07 11:46:38,COMPLETE
3045,5,2012-01-07 11:46:38,COMPLETE
3045,6,2012-01-18 10:21:15,COMPLETE
3045,0,2012-01-23 09:31:48,COMPLETE
2043,4,2011-12-02 15:42:38,COMPLETE
2043,2,2011-12-02 15:42:39,COMPLETE
2043,5,2011-12-02 15:42:39,COMPLETE
2043,4,2011-12-31 11:25:08,COMPLETE
2043,1,2011-12-31 11:25:08,COMPLETE
2043,2,2011-12-31 11:25:10,COMPLETE
2043,5,2011-12-31 11:25:10,COMPLETE
2043,6,2012-01-13 15:27:23,COMPLETE
2043,0,2012-01-25 09:46:37,COMPLETE
4996,4,2012-02-29 19:35:29,COMPLETE
4996,2,2012-02-29 19:35:31,COMPLETE
4996,5,2012-02-29 19:35:31,COMPLETE
4996,6,2012-03-06 09:41:21,COMPLETE
4996,0,2012-03-09 13:27:09,COMPLETE
4989,4,2012-03-01 14:50:10,COMPLETE
4989,2,2012-03-01 14:50:12,COMPLETE
4989,5,2012-03-01 14:50:12,COMPLETE
4989,1,2012-03-13 19:04:26,COMPLETE
3569,4,2012-01-23 15:58:05,COMPLETE
3569,2,2012-01-23 15:58:06,COMPLETE
3569,5,2012-01-23 15:58:06,COMPLETE
3569,1,2012-01-30 12:31:59,COMPLETE
4374,4,2012-02-14 15:53:52,COMPLETE
4374,2,2012-02-14 15:53:53,COMPLETE
4374,5,2012-02-14 15:53:53,COMPLETE
4374,4,2012-02-14 15:54:56,COMPLETE
4374,1,2012-02-14 15:54:56,COMPLETE
4374,2,2012-02-14 15:54:58,COMPLETE
4374,5,2012-02-14 15:54:58,COMPLETE
4374,6,2012-02-21 10:32:23,COMPLETE
4374,4,2012-02-24 08:04:12,COMPLETE
4374,1,2012-02-24 08:04:12,COMPLETE
4374,2,2012-02-24 08:04:17,COMPLETE
4374,5,2012-02-24 08:04:17,COMPLETE
4374,0,2012-02-24 08:05:34,COMPLETE
1166,4,2011-11-05 12:17:37,COMPLETE
1166,2,2011-11-05 12:17:38,COMPLETE
1166,5,2011-11-05 12:17:38,COMPLETE
